Tweet,Classification
هو توفيق عكاشة مش راح للعرص ليه ؟؟؟؟ #انتخبوا_العرص,N
يعني إيه كلمة وطن !؟ يعني ناس ملهاش سكن #دينا_الوديدي,U
شكرا لك عمرو واكد لتواجدك معنا في #مجلس_مهيرة عبر تويتر وبالتوفيق لك والشكر موصول لكل المغردين اللي شاركونا بار,U
#المصدر|محافظ #القليوبية محمد عبدالظاهر يقرر تغيير اسم ميدان المؤسسة ب #شبرا_الخيمة إلى ميدان محمد علي ووضع تمثال لهفي إطار مشروع التطوير,U
3 يوليو الانقلاب العسكرى اليوم الأسود فى تاريخ مصر,U
"مرسى اتصل بوزير الطيران وأخبره أن نجل ""الشاطر"" سيستقبل وفدا تركيا بصفته تابعًا لمجلس الوزراء",U
الاسواني:قبل أن تشترك القوى الوطنية في أى انتخابات قادمة يجب عليها أن تجد اجابة لهذا السؤال: المقال كاملاً >> … …,U
تمت تسميتى ضمن قائمة تايم 100 لعام 2013 للقائمة الكاملة زوروا موقع مجلة,U
الي مش هيتفرج #علي الفديو #ده هيفوتو #نص #عمرو :],U
يا شعب نايم ع الرصيف و بالمقشة بتتكنس فيك ناس بتشقي ع الرغيف و ناس بتتعب من التنس #صلاح_جاهين,U
#عاجل #الرياض #مكة #خواطر #غرد_بصورة #غرد_بصوره #دبي #غرد_بذكر_الله [31538932],U
بيان الجيش واضح ولا مجال للحديث عن انقلاب عسكري إلا من كذابي الإخوانمرسي استهان بشعبه وقرر أن يكون رئيسا لعشيرته فقط فأسقطه الشعب,N
#السيسي ليس لديه مشكلة مع #الإسلام الذي ينتج فتاوى ترك الزوجة تغتصب دفعا للفتنة أما الإسلام الذي يدفع الناس,U
كل واحد حر,U
خطورة تصويت الأمن لشفيق لو تأكد حدوثه انه سلاح سيتم استعماله في الإعادة ليأتي بالنتيجة المرجوة بدون تزوير في الصندوق واجبنا ان نتحقق فورا,N
"فتنة المنيا تثبت أن هناك من يحاول العبث بوحدة هذا البلد المحمى بعناية الله ويقظة أبناءه،تحقيق فورى وعدالة ناجزة تطمئن الشعب لدولة القانون",U
"كلّ وحدة تصويرية في ""الشتا للي فات"" (قسم ""أوريزونتي"") يسكنها الأمل والرغبة في التغيير",U
#الرئيس يبحث غداً مع وزير خارجية #موريتانيا تطورات الأوضاع بالمنطقة …,U
د عبد المنعم أبو الفتوح : أتوجه إلى كل إخواننا الذين لديهم رؤية مباعدة للدين تكونت عندهم من التجربة الغربية أتوجه,U
أحد الحضور: نحن محبوسين في مصرلعدم قدرتنا على التواصل مع المجتمع,U
واحد مصري ساكن في سويسرا وقفني في السوق الحرة ومتغاظ عشان سواق الناكسي قاله هات اللي تجيبه يابيه طب أقول له إيه ده؟,U
#اعترافات_الطفولة كنت اروح للجمعية وانا كاشخه على سنقت عشره 🙈😂,U
#جمال #خيال #حقيقه #جميل #درر #حكم #أعجبني #حكمه #بقلمي #شوق #بوح #شعر #قصيد #رتويت خمس الاف متابع بـ 200 ريال 174,U
"بحسب الجهاز المركزي للتعبئة والإحصاء: أكثر من 63% من الشعب المصري تحت سن 30، وأكثر من 75% تحت سن 40 (المصدر: )",U
"ندوة للدكتور عمرو حمزاوي بعنوان "" الثورة بعد عام من التنحى "" الجمعة الموافق 10 فبراير( الجزءالسادس)",U
مقال علاء الأسواني اليوم في جريدة النيو يورك تايمز,U
#السيسي_رئيسي_2014 بعد التصريحات الاخيرة لحامدين صباحيي تاكدت انه ليس كائن بشري عادى هو كائن فضائى وسيعودلهيئتة الفضائية يوما ما,U
"هنا في نيويورك الصفحة الاولى من نيويورك تايمز جايبة صورة مرسي في الخطاب والعنوان""مرسي يتعهد باطلاق سراح الارهابي""يعني عمر عبد الرحمن",U
سلام مربع للمحلة ورجالة المحلة أول من قطّع الصورة وتفّ على الأسطورة,U
ثم انا اصلا كبير #وسط_البلد,U
شكرا يا محمد علي نبل ووضوح مواقفك,U
#السادة_المحترمون حلقة الأحد 08 سبتمبر2013 كاملة لقاء دأحمد السيد النجار أمحمد عبد العزيز …,U
في حد إبن حلال عمل الفيديوهين بتوع ناسا جنب بعض عشان يبطلوا مغالطة ويقولوا ده نفى في فيديو تانيإتفضلوا الفيديو أهوه,U
عندما تحتاج لحوائط عازلة لمؤسسات الدولة فهذا برهان أن تلك المؤسسات ليست لخدمة الشعب وإنما لقهره!,U
ﻭﺍﻗﻮلك ﺍﻳﻪ ﻃﺮﻳﻖ ﺍﻟﻜﺮﻩ ﺍﺧﺮﺗﻪ ﺍﻳـﻪ ﻭﻫﻲ ﻗﻠﻮﺑﻨﺎ ﻣﺎﺗﺖ ﻟﻴﻪ ﻟﻔﻴﻦ ﻫﻨﺮﻭﺡ ﻣﺎ ﺑﻴﻨﺎ ﺷـﻴﻄﺎﻥ ﺍﻣﻠﻨﺎ ﻳﺎﻭﻃﻦ ﺧﻠﺼﺎﻥ ﻣﺤﺪﺵ ﻓﻴﻨﺎ ﻣﺶ ﺧﺴﺮﺍﻥ ﻭﻻ ﻣﺠﺮﻭﺡ #ﺣﻤﺰﺓ_ﻧﻤﺮﺓ,U
"#مصر_الليلة رئيس جنايات الجيزة"": القضاء يحكم بالأوراق ولا علاقة له بالسياسة وأحكام الإعدام لن تتغير",U
رسالة من جنود #الدولة_الإسلامية في #سوريا إلى عدو الله #السيسي وجنوده المجرمين #مصر #سين…,U
شكرا شاركت بالفعل في اجتماع تأسيسية الدستور ولم نصل لشيء بعد!,U
تطوع عشرة محامين كويتيين للدفاع عن مبارك وقد حصلوا على ترخيص بحضور المحاكمة قبل ان يصلوا الى مصر متى يحظى اهالي الشهداء بنفس المعاملة,U
حصرياً أول ?يديو للقبض على بديع مرشد الإخوان #مصر #تونس #الأردن #سوريا #فلسطين #الإمارات #السعودية #لبنان,U
أنا واثق أن كلنا عايزين نفتح عينينا و نلاقى النهارده 30 يونية,U
الحد الأدنى والأقصى للأجور والكادر الطبى الجديد وعودة بورسعيد مدينة حرة ثلاث مشروعات قوانين,U
عايزة ألملم قلبي وأحضن نفسي وأمشي بعيد #شيرين,U
لكي تنجح يجب أن تكون رغبتك في النجاح أكبر من خوفك من الفشل,U
ياباسم عصام سلطان بيسال عليك وبيقول انت فين من المشهد الحالى قولناله مئجز ف رمضان قالنا مش عاوز اسمع ال…,U
- #المصيبه اللي تقربك من #ربنا احسن من #النعمه اللي تنسيك #فضله,U
شاهد - آخر كلام: الوضع الإنساني في ليبيا 28/02/2011,U
والعسكر سيطر ظلم اتجبر للشر حضر ع الحدود زي الفراخ وع الحريم يتشطر #عسكر_كاذبون,N
شاهد - يسري فوده: هذا وقت الاختيار بين الوطن و الأهل و العشيرة #,U
لأتنسَ إخوانكم في #سوريا و #العراق و #بورما و #الشيشان وفي جميع أقطار الأرض,U
شكل اختتتتى وانا أقوولهاا الخبر ههههههههههههههههههههههههههههههههههههههههههههههہَ #توقف_الواتساب,U
ليه يا رب كدة بس يعنى أنا أخلص يوم 18 و أوختي الصغيرة تخلص يوم 8 و الكبيرة تخلص يوم 12 #ليه:,U
: إن كان عيد الأم في سلمهم يوم أنا عجوزي كل يومٍ لها عيد ! #عيد_الأم ,U
ال بتاعك ايه ؟ مش هقولك خلاص هكتبه 10 مرات غلط و ابوظلك الموبايل #مصريين,U
الوطن | الدستور الحقوق والحريات (12) | عمرو حمزاوي:,U
#الشعب_يرد_تحية_الرئيس #انتخبوا_العرص #مصر_الليلة #إنصاف_الاخوان #يمهل_ولا_يهمل #مرسى_رئيسى #اشتون_قاتله,U
بويه سنجل توب : #كلمة_تستحق_التأمل,U
تحفة علاء الأسواني الجديدة مقال يكتبه الأستاذ الدكتور/ جلال أمين || بجريدة الشروق >> على هذا الرابط >> …الأدمن,U
علي من يرغب في المشاركه عن طريق العمل الميداني او الاعلامي او القانوني او التصميم التواصل معناشكرًا,U
فيسبوك لا يسمح بأكثر من ٥٠٠٠ صديق للحساب الشخصي لكن صفحة المعجبين مفتوحة,U
ليس كلام #العربية ولا #الجزيرة إنما هو كلام الشارع #المصري تحليل لما يجري في #مصر بلسان بائع بسيط,U
ان ينزل لواء من مكتبه ليقاتل العصابات الارهابية وسط جنوده فيستشهد دليل على شجاعته وتفانيه في حماية بلده رحم الله الشهيد اللواء نبيل فراج,P
رحم الله جمال البنا أتاح مكتبته الضخمة في العباسية للشباب وحرص على مساعدتهمالمكتبة عنوانها 195 شارع الجيش بالقاهرة أتمنى أن تظل تعمل بعده,P
#اوعى_تنسى عمليات الماءالأبيض على يد نخبةمن الاستشاريين في مركز رؤيةلطب وجراحةالعيون فقط ب5500ريال الرقم الموحد:920007606,U
اذا كان خلاف د ابو الفتوح مع الاخوان شخصيا فهو قابل للحل اذا نجحت محاولات الصلح وهو قد يتصالح معهم وهو رئيس في اى لحظة ويعود لصف الاخوان,U
رُب دعاء خالص صادق ترفعه إلي السماء يجلب لك الخير و يأتي بفرج و يُزيل الهم يا رب,P
"أرجوا من كل شخص سيقرر التظاهر استغلال وقته لتوعية الناس فى المحافظات وفى المشاركة فى مراقبة الاستفتاء ، هذا واجب الوقت الأن",U
كيف تحول المصيبة إلى بسمة أمل ؟! قصة ريك أندرسون,U
شاهد - آخر كلام: الثوار في طرابلس أين القذافي؟ - ثورة ليبيا #,U
أسرار نشأة السيسي داخل حارة اليهود بالقاهرة #الجمهور |#السيسي #انتخبوا_العرص #السيسي_يهودي #مصر #انقلا…,N
ياعمي #تفجير #الاهلي_الاتحاد,U
الثورة مستمرة,U
_ صعب :) ابعتي حاجة تانية وهريتويت إنما مثال الرأسمالية الفاشي ده مش معاه,N
_ وأنا بقول لك أمريكا مش عشان إنجلترا عملت كده يبقى نعمل إحنا نرجع الملك بقى عشان بريطانيا عندها ملكة؟ وما نكتبش دستور؟,U
من كان يؤمن بالله واليوم الاخر فليقل خيرا او ليصمت صدق رسول الله صلى الله عليه و سلم,U
لو اقدر اخليك جنبي ع طول ♡',P
الانقلاب يقتل السوريين في البحر قبل ان يدخل على الفلسطينيين من الجو المصريون ذاقوا كل الاصناف,N
قطر #فودافون,U
إعمل #الخير وستلقى الخير يطرق بابك #الحياة #التأمل #السعادة #الصحة #البحرين,U
يا مقرفين ده فيه محجبات بيتم التحرش بيهم دي لو لابسة درع حرب من العصور الوسطى حيتحرشوا بالخوذة العيب فيكم يا معفنين,N
حق الوطن بمسيحييه ومسلميه - بوابة الشروق #,U
قاومت وكنت الشوكة في حلق التنين أرهبت الدبابات العزل بالسكين ! #جنين,U
__ قليلٌ من يدومُ على الوداد فلا تَحفَل بقربٍ أو بعاد إذا كانَ التغيرُ في الليالي فكيفَ يدومُ وُدٌّ في فؤاد؟ #محمود س…,U
انتظروني الليلة مع الإعلامية جميلة اسماعيل في برنامج إعادة نظر علي قناة النهار الساعة 11 م,U
"الفرق بين مليونية اليوم ومليونية غيرها ، إن المحلات كانت فاتحة وبتبيع وتكسب فى محيط رابعة العدوية ، بخلاف المحلات",U
تحية وتقدير لچورچ اسحاق ستبقى دائمًا رمزًا للشجاعة والوطنية وإنكار الذات الثورة مدينة لك بالكثير,P
الندوة الأسبوعية للدكتور علاء الأسواني يقيمها غداً الخميس 18 يوليوالساعة التاسعة والنصف مساء في مركز شبابيك بالمقطم والدعوة عامة الادمن,U
_ أنا مش حارق دمى غير إن المدعو #عدلى_منصور مصدق نفسه إنه رئيس,N
ادعوا الى إتفاق القوى الإسلامية والليبرالية واليسارية على تداول السلطة في إطار الالتزام بمبادئ الشريعة الإسلامية كمصدر أساسي للتشريع,U
على المجلس أن يعود لمكانه الطبيعي وثكناته ويسلم السلطة لجهة مدنية منتخبة #19 18,U
: د #أيمن_نور لـ #قناة_الشرق: رفضت لقاء #السيسي بناءاً على طلب د #محمد_مرسي,U
"#عيد_العمال احتفلوا بعيـــد العمال أيها البطالة !!! يقول دينيس كوشينيتش: "" البطالة سلاح دمار شامل!"" #البطالة",U
مؤثر-جداً-وفاة-طفل-بـ-6-ابتدائى-داخل-المعتقل يا #دولة_الظلم #دولة_القهر براءة,U
لو #نزل_صلاح تشيلسى هيكسبوا :),U
المحافظة هي اللي عملت الأكشاك وسلمتها لباعة الكتب وأنا كنت مهندس مشروع التطوير للشارع وشاهد على ذلك,U
الكتاب الأسود للتساؤلات,U
د علاء الاسواني يكتب مقاله الاسبوعي بعنوان: أن تكون مسلما في بريطانيا ! ينشر صباح غد بجريدة المصري اليوم >>,U
"بيونغ يانغ تشبه رئيسة #كوريا_الجنوبية بـ""عاهرة"" و #أوباما بـ""قوادها"" #كوريا_الشمالية #أمريكا #العالم",N
القافلة تسير و الكلاب تردح :),U
"الراقيل ما بيقريش ورا السِت الي بيطولها #فيفي_عبده الي تقول""",U
ناخد من الرسول عليه الصلاة والسلام قدوة لما كانوا بيشتموه كان هو كمان بيشتمهم تفتكروا؟ كان زماننا بوذيين,U
مكالمه هاتفيه من اللواء مصطفى يسرى #الساده_المحترمون #يوسف_الحسينى,U
"#كلمة_تستحق_التأمل عشارق ""̯",U
#عاجل #الرياض #مكة #خواطر #غرد_بصورة #غرد_بصوره #دبي #غرد_بذكر_الله [31475501],U
اما ان توافق الاخوان على قتل الناس وتعذيبهم وإحراق الكنائس وتخريب البلد واما ان يعتبروك شامتاالدم المصري كله يحزننا جداً لكن الاخوان مجرمون,N
#الواتساب_معلق والسبب الرئيسي والوحيد هالصوره,U
إلي شريك شفيق في مشروعهما الرئاسي الفاشل: عيب عليكما تعاونكما مفضوحتزويركما فج,N
إنما المؤمنون إخوة علي شعار رابعة خلفية الزعيم #أردوغان في منظر ولا أروع #مرسي_رئيسي,P
"علي سبيل #الآآدمان القـاتل :- "" #ميرنـدآ_تفـآح #شيكولآآته #شيبسي [[ 3 ]] "" لو بتحب حآآجة فيهم لآآيك :)",U
"أدهم نابلسي يقدم مفاجأة لجمهوره عبر ""هيك منغني""|| #هيك_منغني #مايا_دياب #أدهم_نابلسي #سوريا #سورية #فن …",U
"و #فجأة !! ،، بقى الشعب المصري كله دلوقتي بيقرأ روايات",U
يوم جديد للعوده للشارع #مسيرة_الاتحادية التجمع عند سنترال القبه الساعة ٥ #انزل #شارك #احشد,U
الدولة المصرية دولة في نطاق رد الفعلحلمي النمنم #السادة_المحترمون,U
"علاء الأسواني يكتب مقاله الأسبوعي بعنوان: ""ست خطوات للتمكين"" >> … … ينشرصباح غد في جريدة المصري اليوم",U
#اجمل #شروق #عالم #اخر #صباح_الجوري,U
ما ان تكتب حملة تمرد حتى تنهمر عليك شتائم الاخوان أعصابهم متعبة من تدفق التوقيعات لسحب الثقة من مرسي سوف تهزمكم الثورة التى خنتموها,U
أبوالفتوح: التمويل الأجنبى مرفوض ومسئولية (العسكرى) التصدى له - بوابة الشروق,U
لا ما بسلم عليه اصلا كل مرة اسلكلك و اقول طيب,U
"قصة رائعة من سيرة عمر بن عبدالعزيز أمير المؤمنين #عمر_بن_عبدالعزيز """"",U
"ندوة"""" البرلمان المصري الاول بعد الثورة "" الجامعة الامريكية بالقاهرة 19 يناير2012",U
والله يانجم إنت الوحيد اللي لما بيغني لمصر بصدقه ربنا يحميك ومبروك # #عيد_تحرير_سي…,P
"الدين الاخواني بتاعكوا مافيهوش "" لا يسخر قوم من قوم عسى ان يكونوا خيرا منهم"" احنا المسلمين عندنا كدة ف…",U
الجدول على الفيسبوك,U
"#عمرو_سلامة : ما الفارق بين ""دولة #الإخوان"" ودولة ""العيب"" ؟",U
#عاجل موجة غبار تقترب من #حائل وأخرى تقترب من #القصيم وتزحف نحو #الرياض و #الشرقية #السعودية,U
#بيل القاطرة الولزية يتغيب عند اللقاء المرتقب #الريال_البايرن وكريستيانو يبدأ المباراة احتياطا #بكفي_حصار #اضبطوا_شركاء_المخلوع,U
د علاء الأسواني : من صاحب الفضل في نصر أكتوبر ؟ أقرأ المقال كاملاً على هذا الرابط:,U
بسمة أمل - وصفة سحرية لحفظ أسماء الناس تكسب بيها قلوب الناس,U
"الليلة نستضيف محافظ الجيزة في تمام 12بعد منتصف الليل، امطرونا بشكاواكم عسى ان نجد حل #مصر",U
حقارة صحيفة الفجر او الفجور علاء صادق يشترى منزلا فى الوكرة ويتخذ قطر وطنا عندما تكذب كما تتنفس,N
"أرفض بشدة مساءلة الناشطين السياسين امام محاكم عسكرية, وأؤكد على حقهم في التعبير عن أرائهم بحرية من كلمات د/",U
قصة الأندلس - حلقة 25 - الحب #2_ #عمرو_خالد,U
#ذا_شامبيووونز طلع رونالدو و #نزل_صلاح يا عمنا,U
_ ده ادعى انهم ادرى فكيف يختاروا اسم كده؟,U
التليفزيون يتجاهل أفلام التراث المصري ويجب أن لا ننسى أبطال السينما المصرية # …,U
#كلمتين_وبس #احبك_وكفى #اترك_رساله_الى_احدهم,U
وأن يعمل على إعادة تشكيل الجمعية التأسيسية للدستور ويسعى لدستور مدني لا يحتكر من فصيل واحد استحقاقات كثيرة لتسليم السلطة والتحول الديمقراطي,U
الدكتور صفوت حجازى معتقل في سجون الانقلاب صفوت حجازى مش رقم #انا_مش_رقم # #انتفاضة_السجون …,U
#مش_ساكتة,U
انا شخصيه حساسه جدا بزعل من اقل كلمه بس مش بظهر زعلي ده وبشيل دايما مع اني بكلمه صغيره ممكن اسامح بس مش انسي #اعتراف,U
زاهر ده كنز من كنوز مصر علاء وجمال مبارك وراء نجاح دورة حوض النيل #,P
"#اللى_رافضين_السيسى_رئيس_بيعملوا_فولوا_لبعض #مرسي_رئيسي #انتخبوا_العرص #سيناء_خارج_التغطية #سأنتخب_السيسى """,U
فعلاً أما خروف يشوف الصورة دي طبيعي ماء فيش اعداد اهه,U
دعمرو حمزاوي :-قانون عزل الفلول هدفه عدم إعادة إنتاج نظام مبارك,U
"تقوم مؤسسة نبني بتنظيم معرض لملابس المستعملة والجديده في منشية ناصر يوم ٤ مايو،للتبرع الاتصال 01008880090",U
الإخوان ناسيين إن إدانة اعتداءات التحرير بتطلع من منظمات حقوقية وثورية ومكتفين بإستخدامها للزياط لفض التحرير مش لعلاج المشكلة من جذورها,U
دستور يا إخواننا,U
ايه يا جدعاان؟! فى ايه ع #اتوستراد #المعادى ؟!!!,U
'شباب الإخوان معانا' #باسم_طلع_حرامي #البرادعي_طلع_جاسوس …,N
"في #المدينة المنوّرة، بئر يتوسط ساحة مدرسة ابتدائية بالحناكية يثير قلق أولياء الأمور! | #لمى_الروقي | (أنحاء) …",U
"بالفيديو زياد العليمي لـ #البرادعي: ""اللي أقولوه هيمشي جوه ائتلاف شباب #الثورة"" التفاصيل والفيديو على الرابط",U
أغنية قطري حبيبي من الحلقة العشرين - الموسم الثاني للبرنامج,U
#ممحونة #نيك #بكارة #رومنسي #رتويت_انحراف # العراق #أبوظبي # قطر #سوهاج,U
#كلمه_بتتقال_في_البيت_كل_يوم جب معك خبز وانت جاي,U
مصر دولة بنت ناس بس الزمن معاكس #المادة_لاولى,U
ما كل هذا الفشل؟,U
إلا أنني تابعت تناقله على مواقع وصفحات أخرى ولذلك سيتقدم محامي ببلاغ بالغد لدى النائب العام ضد مصدر الخبر ليس عندي ما أخفيه ولا أقبل إساءة,U
شاهد - آخر كلام - إسكندريلا : صفحة جديدة #,U
قال حين طعنه الغادرون و الدماء تسيل على لحيته : لا إله إلا أنت سبحانك إني كنت من الظالمين #عثمان_بن_عفان,U
وبعدين هو في حد أفشل الرئيس غير كذبه وإخلافه للوعودكثير من اللي بتسميهم ثورة مضادة كانوا بيحترموه وبيتمنوا له النجاح قبل أن يستبد,N
الآن على الهواء: حلقة خاصة من آخر كلام على 12398,U
"الوسط يحيى ذكرى العبور بوضع أكاليل الزهور على قبر الجندى المجهول ، الشعب يريد عبور جديد",U
"تم إلغاء إجتماع الأسر بمصر الجديدة،يعتذر د/عمرو عن عدم الحضور نظرا للظروف الراهنة وتواجدة في المجلس القومي لحقوق الإنسان لوقف العنف بالتحرير",U
لماذا ٨ يوليو: د علاء الأسواني و عدد من الثوار و أهالي الشهداء في آخر كلام الليلة ١١م بتوقيت القاهرة,U
وختاما سيكتشف شباب الإخوان قريبا أن دماءهم تستخدم كأوراق تفاوض لضمان مكاسب الجماعة المالية واستمرار بقاء قياداتها على كراسيهم الملطخة بالدم,U
#مرصد_طلاب_حرية #جامعة_المنصورة #محاكمات أمرت محكمة جنايات المنصورة بتأجيل محاكمة 17 طالبا من كلية الهندسة الي,U
"١ كل قادة الانقلاب والحكومة والداخلية والاعلام الذين اتهموا الاخوان باستخدام الدين هم أكثر الناس استخداما له،",N
الرسالة رقم 54 الجزء الثانى لكتاب رسائل سجين سياسى الى حبيبته,U
إدانات واسعة لسقوط قتلى في #جريمة_الصومعة ب #البيضاء #بكفي_حصار #اضبطوا_شركاء_المخلوع #الأردن,U
سواق ميكروباص مؤدب,P
"وأريد بالتضحية: بذل النفس والمال والوقت والحياة وكل شيء في سبيل الغاية، وليس في الدنيا جهاد لا تضحية معه #حسن_البنا #الإخوان",U
كيف تتشدق بهذا الدستور؟,U
جاوب يا #حمدين علي ال ده أ- #السيسي مجرم و سأحاكمه ب-#السيسي قائد عظيم و لن احاكمه ج-#حمدين عبيط و عمره ما,U
"ملح البحر الأحمر معجون بالتمرد، و رائحته بعد الغروب طرحةٌ من الحرير",U
طلع الصباح كل الجمال في طلعته والنور سرح كحل عينينا بفتنته والطير صدح للمولي جلّت قدرته يسعد صباحكم كلكم يا شغالين #كايروكي #,U
"✌ ★ 4 ✈ # ★ # "" #تابعني "" # #اتابعك #مصر #السعوديه #منير #عن 0112",U
أوضاع مصر الآن غلط لم يقم ملايين المصريين بثورة حتى يحكم البلد المجلس العسكرى,U
#حمدين_عاوز_يحاكم_السيسي دا مش كلام ياناس ده اتفاق حمضين مع الاخوان -مصيبه لو استبدلنا اهبل بعبيط #سأنتخب_السيسى_و_مش_هنزل_لمستواك,U
كيري يطالب الأسد بتسليم الأسلحة الكيماوية خلال أسبوع لمنع الضربة العسكرية …,U
افزایش‌‌‌۱۰درصدی بلیت #مترو: قیمت #بلیط مترو در ماه جاری ۱۰ درصد افزایش یافت شهردار #تهران در گفت‌‌‌وگو با,U
#حمدين_صباحي : السلطة سلطة الشعب وليست سلطة فرد,U
البوابة نيوز: الليلة #عبدالرحيم_علي يكشف عن تسريبات #البرادعي مع #المخابرات_المركزية_الأمريكية,U
في فن من أرقي الفنون في العالم تعلمناه من حبيبنا المصطفي إنه فن تجميع القلوب تعالوا نتعرف علي الفن ده و,P
: عندما تتحدث بنت المهندس الإخواني #خيرت_الشاطر !,U
#كابوريا #اللبان #يوسف رجالة بمعني الكلمة بجد شباب جدعة جداا درونا #نكمل #لن_تركع_امه_قائدها_محمد,P
#حازم_عبد_العظيم,U
لازم تقفل المكان عليك طول السنة ماينفعش يكون في عروض تانية,U
البيان الصحفي ليوم الجمعة 11نوفمبر2011البرلمان القادم تتضاعف أهميته لأنه سيضع الدستور,U
"أنا الآن بين أهالي ضحايا قطار أسيوط في محافظتنا الحبيبة، وقد التقيت المحافظ قبل قليل وأتوجه الآن لتقديم واجب",U
لا يجوز في مصر الثورة أن يُحرم الوطنيون الشرفاء أي من حقوقهم السياسية سواء بأحكام ظالمة في العهد البائد أو تحت دعاوي تحتاج لتوثيق,U
عبر #أردوغان عن استغرابه من قيام شخص يدعي أنه رجل دين بالتنصت على رئيس الحكومة ووزرائه وقال أن ليس من أخلاق الإسلام التجسس ع…,U
خفوا ع الراجل يا جماعة ده كده بقى خلاص سامي هينام,U
#سنحيا_كراما #أنا_حازم,U
#الأمن يسيطر على اشتباكات #المطرية وفض تجمع #الإخوان,U
شكر وتقدير لحكومة الببلاوي على تبادل الدعم والمشروعات بين مصر والامارات …,P
"ينفي حزب المصريين الأحرار ما جاء بجريدة ""المصري اليوم"" في عدد اليوم ٥/١٢ على لسان الدكتور محمد حامد، مؤكداً انه لم",U
1 رغم فارق التاريخ والحضارة والجدارة لمصر الا ان السعودية انتزعت صدارة دول الشرق الاوسط بعد تولى مبارك الحكم برشوته الدائمة,U
السياسة #الشرعية التي يعمل بها #السلفيون في بلاد #الحرمين مزورة ومكذوبة على #الاسلام وان صفق لها كبار #العلماء واتحدى في ذلك,N
270 #السعودية # #دبي #الرياض #الكويت #قطر #الدوحة #عمان #الشارقة #الخليج #الامارات #الإمارات #غرد_بصورة #رتويت # …,U
نتهم عصام العريان وحزب الحرية والعدالة بإحداث فتنة وقتل وإصابة مصريين,N
_6: رَبٰاه عَطفك إذا ضَاقَت بِنَا الـصُدور ,U
تحتاج ل #قفزة_فيليكس,U
سوَّاح و انا ماشي ليالي سوَّاح و لا داري بحالي #عبدالحليم_حافظ,U
#كلمة_شكر لاخوي بعد قلبي دايم اذا شافني شايله شي شاله عني 😙,U
امس:احمد ماهر يؤكد خروج ٦ابريل لاستعادة الثورة اليوم:التحقيق مع احمد بتهمة التخابر غداً:٦ابريل لن تشارك في٣٠اغسطس وشك بيوجعك آوى يا احمد,U
أوغاد هذا الزمان مقال اليوم عن أوغاد كل زمان ومكان مع خالص التحية,U
إعلان لتطبيق أيفون تختارين فيه شخص وسيم يقوم بتذكيرك بفحص صدرك من #سرطان_الثدي 😍,U
أخبار غير صحيحة يوم 7/11 وعلى إثر إطلاعه على مقال الصحفى محمود الكردوسى بجريدة الوطن ضمن تقرير الصحافة اليومى,U
الجيل الحالي مثقف ومتفتح ويحسن فهم الناس #السادة_المحترمون,P
5] #أحبك_ربي #غرد_بالخير,U
أنا بحب الرقاصات وهما فوق راسى؟! انت نجس اصلا يا #انتخبوا_العرص,N
آخر كلام : ثورة الشعب السوري واحتمالات التدويل # #,U
الأسواني: لماذا وصل بنا الحال إلى الدرجة التي دفعت مصريين كثيرين الى الحنين الى نظام مبارك الفاسد الظالم تماما >> …,U
حمدينك على حمدين ثورتك! ههههههه,U
"#اللهم اجعلني من أعظم خلقك نصيبا في كل خير تقسمه،وفي كل نور تنشره، وفي كل رزق تبسطه، وفي كل ضر تكشفه، وفي كل بلاء ترفعه يالل…",U
أكياس الدم المطلوبة للحالة دى مش فى إستطاعتهم يشتروا دم اللى يقدر يساعدهم يبقى جزاه الله خيرا,U
_3: #عصام_سلطان هم يطلبون منا الاعتراف بالانقلاب فقط وسنخرج من كل هذه القضايا نحن لن نقدم أى تنازل ولن نعترف م,U
شاهد - آخر كلام: القبض على رجل الأعمال الهارب حسين سالم في إسبانيا وهل تستطيع مصر استرداده؟ #,U
مانيفستو 2013 مع خالص المحبة لسيد حجاب وميشيل المصري ومحمد الحلو وأسامة أنور عكاشة واسماعيل عبد الحافظ,U
عائشة خيرت الشاطر عبر الفيس بوك تروي #اختي عن زيارة والدي بالأمس وكعادتي ألتقي بأبي الحبيب #خيرت_الشاطر مرة كل,U
"لا حياة لفكرة لم تتقمص روح الإنسان، ولم تصبح كائنا حيا يدب على وجه الأرض في صورة بشر #سيد_قطب",U
لم يوقفه ضعف بصره عن ان يقرأ #جريدة_الشرق #رشيد_الشارخ #غرد_بصورة #معرض_الكتاب #الرياض,U
"بطاقة مباراة #ارسنال و #نيوكاسل """,U
شاهد - آخر كلام: الأبنودي على الهاتف مع علي فرزات,U
لا يا سيادة اللواء,U
ده الى جانب والدي الله يرحمه ووالدتي وأخين وأختي كل دول مهندسين أنا بس إختارت أكون البطة السودة,U
إنهم يكتبونني,U
ولأنني أرررى #السعاده بتقوويسسسة #ثغرك ددعووت الله بأن لااايمسسس الــححزززن #قلبك,U
حلو لما تتحرق مقراتكم بقى حيبقى ده رد فعلك على التويبس اللي بيعارضوا العنف برضه؟,U
هناك عدد من الخطوات التي يتم دراستها للرد على التجاوزات التركية …,U
تعليق قارئ على مقال أحمد عز: ياريت يكون عنوان الجزء التاني اضحك مع أحمد عز,U
هل حصل باسم يوسف على الجنسية الامريكية ؟ #مصر #باسم_يوسف,U
نقل ابن النائب العام وابنته وزوج ابنته لأمن الدولة والتعاون الدولي …,U
